iter	Passed	Remaining
1700	5186	3960
1701	5189	3957
1702	5193	3955
1703	5196	3952
1704	5199	3949
1705	5202	3946
1706	5205	3943
1707	5208	3940
1708	5211	3937
1709	5214	3934
1710	5218	3931
1711	5221	3928
1712	5225	3925
1713	5228	3922
1714	5230	3919
1715	5233	3915
1716	5235	3912
1717	5238	3909
1718	5241	3905
1719	5244	3903
1720	5248	3900
1721	5250	3896
1722	5253	3893
1723	5255	3890
1724	5259	3887
1725	5263	3884
1726	5266	3881
1727	5269	3878
1728	5272	3875
1729	5274	3872
1730	5278	3869
1731	5282	3867
1732	5285	3864
1733	5288	3861
1734	5291	3857
1735	5293	3854
1736	5297	3851
1737	5301	3849
1738	5303	3846
1739	5306	3842
1740	5310	3840
1741	5312	3836
1742	5316	3834
1743	5320	3831
1744	5323	3828
1745	5326	3825
1746	5329	3822
1747	5332	3819
1748	5334	3815
1749	5338	3812
1750	5340	3809
1751	5344	3806
1752	5347	3803
1753	5351	3801
1754	5354	3798
1755	5356	3794
1756	5360	3792
1757	5362	3788
1758	5365	3785
1759	5369	3783
1760	5373	3780
1761	5375	3776
1762	5378	3774
1763	5381	3770
1764	5384	3767
1765	5388	3764
1766	5390	3761
1767	5393	3758
1768	5398	3756
1769	5401	3753
1770	5404	3750
1771	5407	3747
1772	5410	3744
1773	5413	3741
1774	5416	3737
1775	5418	3734
1776	5421	3731
1777	5425	3728
1778	5427	3725
1779	5430	3722
1780	5433	3718
1781	5437	3716
1782	5439	3712
1783	5442	3709
1784	5446	3707
1785	5448	3703
1786	5451	3700
1787	5455	3697
1788	5458	3694
1789	5460	3691
1790	5463	3687
1791	5467	3685
1792	5471	3683
1793	5473	3679
1794	5477	3676
1795	5480	3674
1796	5483	3670
1797	5486	3668
1798	5490	3665
1799	5494	3662
1800	5496	3659
1801	5500	3656
1802	5502	3653
1803	5505	3649
1804	5508	3647
1805	5511	3644
1806	5515	3641
1807	5519	3639
1808	5521	3635
1809	5524	3632
1810	5527	3628
1811	5529	3625
1812	5531	3621
1813	5533	3618
1814	5537	3615
1815	5539	3611
1816	5542	3608
1817	5545	3605
1818	5548	3602
1819	5550	3598
1820	5553	3595
1821	5556	3592
1822	5560	3589
1823	5562	3586
1824	5565	3583
1825	5569	3580
1826	5572	3577
1827	5575	3574
1828	5578	3571
1829	5581	3568
1830	5585	3566
1831	5588	3562
1832	5591	3560
1833	5594	3557
1834	5597	3553
1835	5602	3551
1836	5605	3548
1837	5608	3546
1838	5612	3543
1839	5616	3540
1840	5619	3537
1841	5622	3534
1842	5625	3531
1843	5628	3528
1844	5631	3525
1845	5635	3522
1846	5638	3519
1847	5641	3516
1848	5645	3514
1849	5648	3511
1850	5652	3509
1851	5656	3505
1852	5658	3502
1853	5662	3500
1854	5665	3497
1855	5668	3494
1856	5672	3491
1857	5675	3488
1858	5678	3485
1859	5681	3482
1860	5683	3478
1861	5687	3476
1862	5690	3472
1863	5693	3470
1864	5696	3466
1865	5699	3463
1866	5702	3460
1867	5706	3457
1868	5709	3455
1869	5713	3452
1870	5716	3449
1871	5718	3445
1872	5722	3443
1873	5725	3439
1874	5727	3436
1875	5730	3433
1876	5734	3430
1877	5737	3427
1878	5740	3424
1879	5743	3421
1880	5746	3418
1881	5749	3415
1882	5751	3412
1883	5755	3409
1884	5758	3406
1885	5760	3402
1886	5763	3399
1887	5765	3395
1888	5768	3392
1889	5771	3389
1890	5775	3387
1891	5778	3383
1892	5782	3381
1893	5784	3378
1894	5787	3375
1895	5791	3372
1896	5793	3368
1897	5797	3366
1898	5801	3363
1899	5804	3360
1900	5807	3357
1901	5810	3354
1902	5813	3351
1903	5816	3348
1904	5819	3345
1905	5821	3341
1906	5824	3338
1907	5829	3336
1908	5832	3333
1909	5835	3330
1910	5839	3327
1911	5842	3324
1912	5846	3321
1913	5850	3319
1914	5853	3316
1915	5857	3313
1916	5860	3310
1917	5862	3307
1918	5866	3304
1919	5869	3301
1920	5872	3298
1921	5876	3295
1922	5878	3292
1923	5881	3289
1924	5883	3285
1925	5887	3283
1926	5890	3279
1927	5893	3276
1928	5896	3273
1929	5899	3270
1930	5902	3267
1931	5905	3264
1932	5909	3261
1933	5912	3259
1934	5915	3255
1935	5919	3253
1936	5922	3250
1937	5924	3246
1938	5928	3244
1939	5931	3240
1940	5933	3237
1941	5935	3233
1942	5938	3230
1943	5942	3228
1944	5946	3225
1945	5949	3222
1946	5953	3219
1947	5956	3216
1948	5959	3213
1949	5962	3210
1950	5966	3207
1951	5970	3205
1952	5973	3202
1953	5977	3199
1954	5982	3197
1955	5985	3194
1956	5988	3191
1957	5992	3188
1958	5995	3185
1959	5998	3182
1960	6002	3180
1961	6005	3177
1962	6008	3174
1963	6011	3170
1964	6014	3168
1965	6018	3165
1966	6020	3161
1967	6023	3158
1968	6025	3155
1969	6028	3151
1970	6030	3148
1971	6033	3145
1972	6036	3142
1973	6040	3139
1974	6042	3136
1975	6044	3132
1976	6048	3129
1977	6051	3126
1978	6054	3123
1979	6057	3120
1980	6059	3116
1981	6062	3113
1982	6065	3110
1983	6069	3108
1984	6072	3105
1985	6075	3102
1986	6078	3099
1987	6082	3096
1988	6086	3093
1989	6088	3090
1990	6092	3087
1991	6095	3084
1992	6099	3081
1993	6102	3078
1994	6106	3076
1995	6108	3072
1996	6110	3069
1997	6113	3066
1998	6117	3063
1999	6119	3059
2000	6122	3056
2001	6126	3053
2002	6130	3051
2003	6133	3048
2004	6136	3045
2005	6139	3042
2006	6142	3039
2007	6144	3035
2008	6148	3032
2009	6151	3029
2010	6154	3026
2011	6157	3023
2012	6161	3020
2013	6164	3017
2014	6166	3014
2015	6169	3011
2016	6173	3008
2017	6176	3005
2018	6179	3002
2019	6182	2999
2020	6184	2995
2021	6187	2992
2022	6190	2989
2023	6193	2986
2024	6197	2983
2025	6199	2980
2026	6203	2977
2027	6206	2974
2028	6209	2971
2029	6212	2968
2030	6216	2965
2031	6218	2962
2032	6221	2959
2033	6224	2956
2034	6227	2953
2035	6230	2949
2036	6232	2946
2037	6235	2943
2038	6239	2940
2039	6242	2937
2040	6246	2935
2041	6249	2931
2042	6253	2929
2043	6256	2926
2044	6258	2922
2045	6261	2919
2046	6264	2916
2047	6267	2913
2048	6269	2909
2049	6272	2906
2050	6275	2903
2051	6277	2900
2052	6280	2897
2053	6282	2893
2054	6285	2890
2055	6289	2887
2056	6293	2885
2057	6295	2881
2058	6298	2878
2059	6300	2875
2060	6304	2872
2061	6307	2869
2062	6311	2866
2063	6314	2863
2064	6317	2860
2065	6322	2858
2066	6325	2855
2067	6327	2851
2068	6331	2848
2069	6333	2845
2070	6337	2842
2071	6340	2839
2072	6342	2836
2073	6346	2833
2074	6349	2830
2075	6352	2827
2076	6355	2824
2077	6358	2821
2078	6361	2818
2079	6364	2815
2080	6368	2812
2081	6372	2809
2082	6376	2806
2083	6379	2803
2084	6382	2800
2085	6385	2797
2086	6387	2794
2087	6390	2791
2088	6393	2788
2089	6395	2784
2090	6398	2781
2091	6401	2778
2092	6404	2775
2093	6407	2772
2094	6411	2769
2095	6415	2767
2096	6418	2763
2097	6422	2761
2098	6426	2758
2099	6428	2755
2100	6432	2752
2101	6434	2749
2102	6437	2745
2103	6440	2742
2104	6442	2739
2105	6446	2736
2106	6448	2733
2107	6452	2730
2108	6455	2727
2109	6457	2723
2110	6461	2721
2111	6464	2718
2112	6467	2715
2113	6470	2711
2114	6473	2708
2115	6477	2705
2116	6479	2702
2117	6482	2699
2118	6485	2696
2119	6487	2693
2120	6491	2690
2121	6493	2686
2122	6496	2683
2123	6499	2680
2124	6502	2677
2125	6505	2674
2126	6509	2671
2127	6511	2668
2128	6514	2665
2129	6517	2662
2130	6520	2659
2131	6523	2655
2132	6526	2652
2133	6530	2650
2134	6532	2646
2135	6536	2643
2136	6539	2640
2137	6543	2638
2138	6546	2635
2139	6549	2632
2140	6552	2628
2141	6555	2625
2142	6558	2622
2143	6561	2619
2144	6564	2616
2145	6567	2613
2146	6570	2610
2147	6573	2607
2148	6577	2604
2149	6581	2601
2150	6583	2598
2151	6586	2595
2152	6589	2592
2153	6592	2589
2154	6595	2586
2155	6599	2583
2156	6601	2580
2157	6604	2576
2158	6607	2573
2159	6610	2570
2160	6613	2567
2161	6617	2564
2162	6620	2561
2163	6623	2558
2164	6625	2555
2165	6629	2552
2166	6632	2549
2167	6635	2546
2168	6638	2543
2169	6642	2540
2170	6644	2537
2171	6647	2534
2172	6650	2530
2173	6653	2527
2174	6655	2524
2175	6659	2521
2176	6662	2518
2177	6665	2515
2178	6668	2512
2179	6671	2509
2180	6675	2506
2181	6677	2503
2182	6680	2500
2183	6683	2497
2184	6686	2493
2185	6690	2491
2186	6692	2488
2187	6695	2484
2188	6699	2482
2189	6702	2478
2190	6706	2476
2191	6708	2472
2192	6711	2469
2193	6714	2466
2194	6717	2463
2195	6720	2460
2196	6724	2457
2197	6727	2454
2198	6730	2451
2199	6732	2448
2200	6735	2445
2201	6739	2442
2202	6742	2439
2203	6744	2435
2204	6747	2432
2205	6750	2429
2206	6753	2426
2207	6756	2423
2208	6758	2420
2209	6762	2417
2210	6765	2414
2211	6768	2411
2212	6772	2408
2213	6776	2405
2214	6779	2402
2215	6782	2399
2216	6785	2396
2217	6788	2393
2218	6791	2390
2219	6793	2386
2220	6796	2383
2221	6799	2380
2222	6801	2377
2223	6804	2374
2224	6807	2371
2225	6811	2368
2226	6814	2365
2227	6818	2362
2228	6821	2359
2229	6823	2356
2230	6826	2352
2231	6828	2349
2232	6832	2346
2233	6835	2343
2234	6838	2340
2235	6840	2337
2236	6843	2334
2237	6848	2331
2238	6850	2328
2239	6853	2325
2240	6856	2322
2241	6858	2318
2242	6861	2315
2243	6864	2312
2244	6866	2309
2245	6869	2306
2246	6872	2302
2247	6874	2299
2248	6878	2296
2249	6880	2293
2250	6884	2290
2251	6887	2287
2252	6890	2284
2253	6892	2281
2254	6895	2278
2255	6898	2274
2256	6902	2272
2257	6904	2269
2258	6907	2265
2259	6911	2263
2260	6915	2260
2261	6919	2257
2262	6922	2254
2263	6925	2251
2264	6929	2248
2265	6932	2245
2266	6935	2242
2267	6937	2239
2268	6941	2236
2269	6944	2233
2270	6947	2230
2271	6949	2226
2272	6952	2223
2273	6956	2220
2274	6959	2217
2275	6962	2214
2276	6965	2211
2277	6969	2208
2278	6973	2206
2279	6976	2202
2280	6978	2199
2281	6981	2196
2282	6984	2193
2283	6986	2190
2284	6989	2187
2285	6993	2184
2286	6995	2180
2287	6998	2177
2288	7002	2174
2289	7004	2171
2290	7007	2168
2291	7010	2165
2292	7013	2162
2293	7016	2159
2294	7019	2156
2295	7022	2153
2296	7024	2149
2297	7028	2147
2298	7031	2143
2299	7033	2140
2300	7037	2137
2301	7041	2135
2302	7043	2131
2303	7047	2128
2304	7050	2125
2305	7053	2122
2306	7056	2119
2307	7060	2116
2308	7063	2113
2309	7066	2110
2310	7069	2107
2311	7072	2104
2312	7076	2101
2313	7079	2098
2314	7083	2095
2315	7085	2092
2316	7088	2089
2317	7092	2086
2318	7096	2084
2319	7099	2080
2320	7102	2077
2321	7106	2075
2322	7109	2071
2323	7111	2068
2324	7114	2065
2325	7116	2062
2326	7120	2059
2327	7124	2056
2328	7127	2053
2329	7130	2050
2330	7133	2047
2331	7137	2044
2332	7140	2041
2333	7143	2038
2334	7145	2035
2335	7148	2031
2336	7150	2028
2337	7153	2025
2338	7156	2022
2339	7159	2019
2340	7162	2016
2341	7165	2013
2342	7168	2010
2343	7172	2007
2344	7174	2004
2345	7178	2001
2346	7180	1997
2347	7183	1994
2348	7187	1991
2349	7189	1988
2350	7192	1985
2351	7196	1982
2352	7200	1979
2353	7203	1976
2354	7206	1973
2355	7209	1970
2356	7212	1967
2357	7215	1964
2358	7219	1961
2359	7223	1958
2360	7226	1955
2361	7228	1952
2362	7233	1950
2363	7236	1946
2364	7240	1944
2365	7243	1941
2366	7246	1937
2367	7248	1934
2368	7251	1931
2369	7254	1928
2370	7257	1925
2371	7261	1922
2372	7264	1919
2373	7266	1916
2374	7269	1913
2375	7273	1910
2376	7276	1907
2377	7278	1903
2378	7282	1900
2379	7286	1898
2380	7289	1894
2381	7291	1891
2382	7294	1888
2383	7298	1885
2384	7301	1882
2385	7304	1879
2386	7309	1877
2387	7312	1874
2388	7315	1871
2389	7318	1867
2390	7321	1864
2391	7324	1861
2392	7327	1858
2393	7330	1855
2394	7333	1852
2395	7337	1849
2396	7341	1846
2397	7344	1843
2398	7347	1840
2399	7350	1837
2400	7353	1834
2401	7357	1831
2402	7360	1828
2403	7364	1825
2404	7366	1822
2405	7370	1819
2406	7373	1816
2407	7376	1813
2408	7380	1810
2409	7383	1807
2410	7386	1804
2411	7389	1801
2412	7391	1798
2413	7395	1795
2414	7398	1792
2415	7401	1789
2416	7405	1786
2417	7408	1783
2418	7411	1780
2419	7414	1776
2420	7417	1773
2421	7421	1771
2422	7423	1767
2423	7426	1764
2424	7429	1761
2425	7433	1758
2426	7436	1755
2427	7438	1752
2428	7442	1749
2429	7445	1746
2430	7448	1743
2431	7451	1740
2432	7454	1737
2433	7458	1734
2434	7460	1731
2435	7463	1727
2436	7466	1724
2437	7470	1722
2438	7473	1718
2439	7476	1715
2440	7479	1712
2441	7482	1709
2442	7485	1706
2443	7487	1703
2444	7491	1700
2445	7494	1697
2446	7497	1694
2447	7501	1691
2448	7503	1688
2449	7506	1685
2450	7510	1682
2451	7512	1679
2452	7516	1676
2453	7519	1673
2454	7523	1670
2455	7526	1667
2456	7530	1664
2457	7533	1661
2458	7537	1658
2459	7541	1655
2460	7544	1652
2461	7547	1649
2462	7551	1646
2463	7553	1643
2464	7557	1640
2465	7560	1637
2466	7564	1634
2467	7567	1631
2468	7570	1628
2469	7573	1625
2470	7575	1621
2471	7578	1618
2472	7580	1615
2473	7583	1612
2474	7587	1609
2475	7590	1606
2476	7594	1603
2477	7597	1600
2478	7600	1597
2479	7604	1594
2480	7608	1591
2481	7610	1588
2482	7613	1585
2483	7616	1582
2484	7618	1578
2485	7621	1575
2486	7623	1572
2487	7626	1569
2488	7630	1566
2489	7632	1563
2490	7636	1560
2491	7639	1557
2492	7641	1554
2493	7644	1550
2494	7646	1547
2495	7649	1544
2496	7652	1541
2497	7654	1538
2498	7657	1535
2499	7661	1532
2500	7663	1529
2501	7667	1526
2502	7670	1523
2503	7674	1520
2504	7676	1516
2505	7679	1513
2506	7682	1510
2507	7687	1508
2508	7690	1504
2509	7694	1502
2510	7696	1498
2511	7700	1495
2512	7702	1492
2513	7705	1489
2514	7708	1486
2515	7711	1483
2516	7714	1480
2517	7718	1477
2518	7721	1474
2519	7724	1471
2520	7728	1468
2521	7731	1465
2522	7734	1462
2523	7737	1459
2524	7740	1456
2525	7743	1453
2526	7745	1449
2527	7749	1446
2528	7752	1443
2529	7756	1440
2530	7758	1437
2531	7762	1434
2532	7765	1431
2533	7769	1428
2534	7772	1425
2535	7776	1422
2536	7778	1419
2537	7781	1416
2538	7785	1413
2539	7788	1410
2540	7792	1407
2541	7794	1404
2542	7797	1401
2543	7801	1398
2544	7804	1395
2545	7806	1392
2546	7809	1388
2547	7812	1385
2548	7816	1382
2549	7818	1379
2550	7822	1376
2551	7825	1373
2552	7829	1370
2553	7832	1367
2554	7834	1364
2555	7837	1361
2556	7840	1358
2557	7844	1355
2558	7847	1352
2559	7851	1349
2560	7853	1346
2561	7857	1343
2562	7860	1340
2563	7863	1337
2564	7866	1334
2565	7870	1331
2566	7874	1328
2567	7877	1325
2568	7879	1321
2569	7883	1318
2570	7885	1315
2571	7888	1312
2572	7891	1309
2573	7893	1306
2574	7897	1303
2575	7900	1300
2576	7904	1297
2577	7907	1294
2578	7910	1291
2579	7913	1288
2580	7916	1285
2581	7919	1282
2582	7922	1279
2583	7926	1276
2584	7929	1272
2585	7932	1269
2586	7935	1266
2587	7938	1263
2588	7941	1260
2589	7944	1257
2590	7947	1254
2591	7950	1251
2592	7953	1248
2593	7956	1245
2594	7959	1242
2595	7962	1239
2596	7964	1235
2597	7967	1232
2598	7970	1229
2599	7972	1226
2600	7976	1223
2601	7979	1220
2602	7981	1217
2603	7985	1214
2604	7988	1211
2605	7990	1208
2606	7994	1205
2607	7997	1202
2608	8001	1199
2609	8003	1195
2610	8007	1192
2611	8010	1189
2612	8013	1186
2613	8015	1183
2614	8018	1180
2615	8022	1177
2616	8025	1174
2617	8028	1171
2618	8031	1168
2619	8034	1165
2620	8037	1162
2621	8040	1159
2622	8043	1156
2623	8045	1152
2624	8049	1149
2625	8051	1146
2626	8055	1143
2627	8058	1140
2628	8060	1137
2629	8063	1134
2630	8066	1131
2631	8070	1128
2632	8073	1125
2633	8076	1122
2634	8079	1119
2635	8082	1116
2636	8085	1113
2637	8088	1109
2638	8092	1106
2639	8094	1103
2640	8098	1100
2641	8101	1097
2642	8104	1094
2643	8107	1091
2644	8110	1088
2645	8113	1085
2646	8116	1082
2647	8118	1079
2648	8122	1076
2649	8125	1073
2650	8128	1070
2651	8130	1066
2652	8133	1063
2653	8136	1060
2654	8139	1057
2655	8142	1054
2656	8144	1051
2657	8147	1048
2658	8150	1045
2659	8152	1042
2660	8155	1038
2661	8158	1035
2662	8161	1032
2663	8164	1029
2664	8168	1026
2665	8173	1023
2666	8175	1020
2667	8178	1017
2668	8182	1014
2669	8185	1011
2670	8188	1008
2671	8191	1005
2672	8194	1002
2673	8197	999
2674	8200	996
2675	8202	993
2676	8205	990
2677	8208	987
2678	8211	983
2679	8215	980
2680	8218	977
2681	8220	974
2682	8223	971
2683	8226	968
2684	8229	965
2685	8231	962
2686	8234	959
2687	8236	956
2688	8239	952
2689	8241	949
2690	8244	946
2691	8248	943
2692	8252	940
2693	8255	937
2694	8257	934
2695	8260	931
2696	8264	928
2697	8268	925
2698	8271	922
2699	8274	919
2700	8277	916
2701	8280	913
2702	8283	910
2703	8287	907
2704	8292	904
2705	8295	901
2706	8299	898
2707	8302	895
2708	8305	892
2709	8308	889
2710	8311	886
2711	8314	882
2712	8317	879
2713	8321	876
2714	8324	873
2715	8326	870
2716	8329	867
2717	8332	864
2718	8335	861
2719	8337	858
2720	8340	855
2721	8343	852
2722	8346	849
2723	8349	845
2724	8352	842
2725	8356	839
2726	8358	836
2727	8361	833
2728	8365	830
2729	8368	827
2730	8371	824
2731	8374	821
2732	8377	818
2733	8380	815
2734	8383	812
2735	8386	809
2736	8390	806
2737	8393	803
2738	8397	800
2739	8400	797
2740	8403	794
2741	8407	791
2742	8410	788
2743	8414	784
2744	8417	781
2745	8420	778
2746	8423	775
2747	8426	772
2748	8429	769
2749	8432	766
2750	8435	763
2751	8439	760
2752	8442	757
2753	8444	754
2754	8447	751
2755	8450	748
2756	8454	745
2757	8457	742
2758	8460	739
2759	8463	735
2760	8466	732
2761	8469	729
2762	8472	726
2763	8476	723
2764	8480	720
2765	8483	717
2766	8487	714
2767	8490	711
2768	8493	708
2769	8496	705
2770	8498	702
2771	8501	699
2772	8504	696
2773	8506	693
2774	8509	689
2775	8513	686
2776	8515	683
2777	8520	680
2778	8523	677
2779	8526	674
2780	8529	671
2781	8533	668
2782	8535	665
2783	8538	662
2784	8542	659
2785	8545	656
2786	8548	653
2787	8551	650
2788	8554	647
2789	8557	644
2790	8560	641
2791	8564	638
2792	8566	634
2793	8569	631
2794	8571	628
2795	8574	625
2796	8577	622
2797	8580	619
2798	8583	616
2799	8586	613
2800	8589	610
2801	8592	607
2802	8595	604
2803	8598	601
2804	8601	597
2805	8604	594
2806	8607	591
2807	8611	588
2808	8613	585
2809	8616	582
2810	8620	579
2811	8624	576
2812	8627	573
2813	8630	570
2814	8633	567
2815	8636	564
2816	8640	561
2817	8642	558
2818	8646	555
2819	8650	552
2820	8653	549
2821	8655	545
2822	8658	542
2823	8661	539
2824	8664	536
2825	8667	533
2826	8670	530
2827	8674	527
2828	8677	524
2829	8680	521
2830	8684	518
2831	8687	515
2832	8690	512
2833	8694	509
2834	8697	506
2835	8700	503
2836	8703	500
2837	8707	497
2838	8710	493
2839	8712	490
2840	8715	487
2841	8718	484
2842	8721	481
2843	8725	478
2844	8728	475
2845	8730	472
2846	8733	469
2847	8736	466
2848	8739	463
2849	8741	460
2850	8745	457
2851	8747	453
2852	8750	450
2853	8754	447
2854	8756	444
2855	8759	441
2856	8763	438
2857	8766	435
2858	8769	432
2859	8773	429
2860	8776	426
2861	8779	423
2862	8782	420
2863	8785	417
2864	8787	414
2865	8791	411
2866	8794	407
2867	8797	404
2868	8799	401
2869	8802	398
2870	8805	395
2871	8808	392
2872	8811	389
2873	8814	386
2874	8817	383
2875	8820	380
2876	8823	377
2877	8826	374
2878	8829	371
2879	8832	368
2880	8835	364
2881	8839	361
2882	8842	358
2883	8845	355
2884	8848	352
2885	8852	349
2886	8854	346
2887	8858	343
2888	8861	340
2889	8864	337
2890	8866	334
2891	8870	331
2892	8872	328
2893	8875	325
2894	8879	322
2895	8882	319
2896	8885	315
2897	8888	312
2898	8892	309
2899	8895	306
2900	8898	303
2901	8901	300
2902	8903	297
2903	8907	294
2904	8910	291
2905	8913	288
2906	8916	285
2907	8919	282
2908	8922	279
2909	8925	276
2910	8928	272
2911	8931	269
2912	8934	266
2913	8938	263
2914	8941	260
2915	8944	257
2916	8947	254
2917	8950	251
2918	8953	248
2919	8957	245
2920	8960	242
2921	8964	239
2922	8967	236
2923	8971	233
2924	8973	230
2925	8976	227
2926	8979	223
2927	8982	220
2928	8985	217
2929	8989	214
2930	8992	211
2931	8995	208
2932	8998	205
2933	9000	202
2934	9004	199
2935	9007	196
2936	9011	193
2937	9014	190
2938	9017	187
2939	9020	184
2940	9023	181
2941	9026	177
2942	9028	174
2943	9032	171
2944	9035	168
2945	9037	165
2946	9040	162
2947	9043	159
2948	9046	156
2949	9049	153
2950	9052	150
2951	9055	147
2952	9059	144
2953	9062	141
2954	9066	138
2955	9070	135
2956	9073	131
2957	9076	128
2958	9079	125
2959	9083	122
2960	9087	119
2961	9090	116
2962	9094	113
2963	9098	110
2964	9101	107
2965	9103	104
2966	9107	101
2967	9111	98
2968	9114	95
2969	9117	92
2970	9120	89
2971	9124	85
2972	9127	82
2973	9130	79
2974	9133	76
2975	9136	73
2976	9140	70
2977	9143	67
2978	9146	64
2979	9149	61
2980	9152	58
2981	9155	55
2982	9158	52
2983	9162	49
2984	9165	46
2985	9168	42
2986	9171	39
2987	9175	36
2988	9178	33
2989	9182	30
2990	9188	27
2991	9193	24
2992	9197	21
2993	9201	18
2994	9204	15
2995	9207	12
2996	9211	9
2997	9215	6
2998	9220	3
2999	9224	0
