iter	Passed	Remaining
142	434	8679
143	436	8665
144	440	8664
145	442	8658
146	445	8650
147	449	8652
148	451	8646
149	454	8639
150	457	8628
151	460	8627
152	463	8620
153	465	8610
154	468	8598
155	471	8594
156	474	8595
157	477	8597
158	481	8600
159	484	8601
160	487	8590
161	490	8597
162	494	8611
163	497	8610
164	501	8610
165	504	8611
166	507	8603
167	509	8594
168	513	8607
169	516	8599
170	518	8585
171	521	8579
172	524	8571
173	527	8566
174	529	8555
175	532	8546
176	535	8543
177	538	8532
178	541	8530
179	543	8517
180	546	8507
181	549	8506
182	552	8507
183	555	8505
184	558	8502
185	561	8493
186	564	8495
187	567	8492
188	571	8495
189	573	8484
190	576	8484
191	580	8486
192	583	8482
193	585	8471
194	588	8462
195	590	8452
196	594	8452
197	596	8443
198	599	8434
199	601	8426
200	605	8426
201	608	8428
202	611	8424
203	614	8424
204	617	8418
205	620	8410
206	623	8407
207	626	8406
208	628	8397
209	631	8387
210	633	8379
211	637	8381
212	640	8379
213	643	8381
214	646	8376
215	649	8366
216	651	8358
217	654	8353
218	657	8352
219	661	8359
220	664	8354
221	667	8354
222	670	8354
223	673	8348
224	677	8358
225	680	8348
226	682	8342
227	685	8337
228	689	8341
229	692	8334
230	695	8332
231	698	8328
232	700	8320
233	703	8318
234	706	8309
235	708	8301
236	711	8292
237	713	8283
238	716	8274
239	720	8280
240	723	8279
241	725	8273
242	728	8265
243	731	8266
244	734	8258
245	737	8251
246	739	8246
247	743	8245
248	746	8245
249	748	8238
250	752	8240
251	755	8236
252	758	8235
253	761	8229
254	764	8229
255	767	8230
256	770	8222
257	773	8218
258	775	8211
259	779	8214
260	782	8215
261	786	8218
262	790	8224
263	793	8225
264	796	8221
265	799	8215
266	802	8212
267	804	8203
268	809	8214
269	811	8208
270	815	8212
271	818	8204
272	821	8204
273	824	8207
274	828	8213
275	831	8204
276	833	8198
277	837	8200
278	840	8197
279	843	8189
280	845	8183
281	849	8183
282	851	8174
283	854	8168
284	856	8160
285	859	8152
286	862	8152
287	864	8143
288	867	8138
289	871	8141
290	874	8140
291	877	8140
292	880	8137
293	883	8132
294	887	8136
295	890	8135
296	893	8135
297	896	8129
298	899	8128
299	902	8122
300	905	8115
301	906	8100
302	910	8104
303	913	8100
304	917	8104
305	919	8096
306	923	8104
307	925	8090
308	929	8092
309	931	8086
310	935	8085
311	937	8079
312	940	8074
313	943	8067
314	945	8061
315	948	8055
316	950	8048
317	953	8045
318	956	8039
319	959	8034
320	961	8028
321	965	8027
322	968	8023
323	970	8019
324	974	8019
325	976	8013
326	979	8006
327	983	8011
328	986	8009
329	990	8015
330	993	8009
331	996	8009
332	999	8006
333	1002	8002
334	1005	8002
335	1009	8000
336	1011	7995
337	1014	7989
338	1017	7985
339	1020	7987
340	1024	7985
341	1027	7983
342	1031	7990
343	1034	7989
344	1037	7982
345	1040	7979
346	1042	7973
347	1045	7966
348	1048	7961
349	1051	7960
350	1054	7957
351	1057	7956
352	1061	7957
353	1064	7959
354	1068	7959
355	1072	7962
356	1075	7960
357	1077	7954
358	1080	7948
359	1082	7941
360	1085	7935
361	1087	7928
362	1091	7931
363	1094	7924
364	1096	7917
365	1100	7917
366	1102	7910
367	1105	7904
368	1109	7908
369	1112	7908
370	1116	7912
371	1119	7911
372	1123	7912
373	1125	7906
374	1126	7887
375	1129	7880
376	1131	7875
377	1134	7869
378	1136	7862
379	1140	7861
380	1143	7857
381	1145	7851
382	1148	7849
383	1151	7841
384	1154	7838
385	1157	7841
386	1160	7838
387	1165	7842
388	1168	7840
389	1171	7840
390	1174	7834
391	1176	7830
392	1180	7834
393	1183	7827
394	1186	7824
395	1189	7823
396	1192	7818
397	1196	7820
398	1198	7814
399	1201	7809
400	1204	7804
401	1206	7798
402	1209	7795
403	1212	7793
404	1215	7789
405	1218	7782
406	1221	7779
407	1224	7777
408	1227	7776
409	1231	7780
410	1235	7779
411	1238	7781
412	1241	7778
413	1244	7775
414	1248	7775
415	1251	7770
416	1253	7766
417	1256	7763
418	1259	7761
419	1263	7758
420	1266	7756
421	1269	7754
422	1272	7753
423	1276	7754
424	1279	7751
425	1282	7746
426	1284	7742
427	1287	7737
428	1291	7737
429	1295	7740
430	1297	7735
431	1300	7730
432	1303	7727
433	1306	7727
434	1310	7727
435	1313	7723
436	1317	7729
437	1320	7722
438	1323	7719
439	1326	7717
440	1329	7713
441	1332	7710
442	1335	7706
443	1337	7700
444	1340	7697
445	1344	7700
446	1347	7696
447	1350	7692
448	1353	7692
449	1356	7684
450	1360	7687
451	1364	7692
452	1367	7690
453	1370	7686
454	1374	7688
455	1377	7684
456	1380	7682
457	1384	7685
458	1387	7680
459	1390	7675
460	1393	7675
461	1396	7669
462	1399	7670
463	1402	7665
464	1405	7663
465	1409	7663
466	1412	7661
467	1415	7659
468	1418	7656
469	1421	7651
470	1424	7646
471	1426	7641
472	1429	7637
473	1433	7638
474	1436	7635
475	1440	7640
476	1443	7635
477	1445	7629
478	1449	7626
479	1450	7617
480	1453	7612
481	1456	7606
482	1458	7601
483	1461	7598
484	1464	7592
485	1468	7594
486	1470	7589
487	1474	7587
488	1476	7582
489	1479	7580
490	1482	7575
491	1485	7572
492	1488	7570
493	1492	7569
494	1495	7570
495	1499	7568
496	1502	7566
497	1505	7564
498	1508	7560
499	1510	7553
500	1514	7555
501	1517	7551
502	1520	7549
503	1524	7551
504	1527	7545
505	1529	7540
506	1532	7534
507	1535	7532
508	1538	7527
509	1541	7527
510	1544	7524
511	1547	7522
512	1550	7516
513	1553	7515
514	1557	7513
515	1559	7507
516	1563	7508
517	1566	7505
518	1569	7503
519	1572	7497
520	1574	7493
521	1577	7487
522	1579	7482
523	1582	7478
524	1584	7471
525	1587	7466
526	1589	7460
527	1592	7456
528	1596	7458
529	1599	7454
530	1602	7449
531	1604	7443
532	1608	7442
533	1610	7439
534	1614	7436
535	1616	7430
536	1619	7428
537	1622	7422
538	1625	7421
539	1627	7416
540	1631	7413
541	1634	7410
542	1637	7408
543	1640	7407
544	1643	7402
545	1647	7404
546	1649	7398
547	1652	7394
548	1655	7392
549	1659	7390
550	1662	7389
551	1665	7385
552	1669	7386
553	1672	7386
554	1676	7386
555	1678	7380
556	1681	7375
557	1684	7371
558	1687	7367
559	1690	7367
560	1693	7360
561	1696	7360
562	1700	7360
563	1703	7356
564	1706	7352
565	1709	7349
566	1711	7343
567	1714	7339
568	1717	7337
569	1720	7336
570	1724	7336
571	1727	7333
572	1730	7331
573	1733	7326
574	1736	7322
575	1738	7317
576	1741	7314
577	1744	7310
578	1747	7307
579	1750	7303
580	1753	7298
581	1755	7294
582	1758	7291
583	1761	7287
584	1765	7289
585	1768	7285
586	1771	7280
587	1773	7274
588	1775	7269
589	1778	7263
590	1781	7263
591	1785	7262
592	1787	7256
593	1790	7252
594	1794	7251
595	1797	7248
596	1799	7243
597	1804	7246
598	1806	7240
599	1809	7238
600	1812	7234
601	1814	7229
602	1817	7225
603	1820	7223
604	1823	7218
605	1825	7212
606	1828	7207
607	1831	7204
608	1833	7200
609	1837	7198
610	1839	7192
611	1842	7188
612	1845	7187
613	1849	7185
614	1852	7183
615	1854	7177
616	1858	7177
617	1861	7176
618	1864	7173
619	1867	7169
620	1870	7163
621	1872	7160
622	1877	7161
623	1880	7159
624	1883	7158
625	1886	7153
626	1889	7150
627	1892	7149
628	1895	7144
629	1898	7140
630	1901	7140
631	1905	7139
632	1908	7138
633	1912	7135
634	1915	7133
635	1918	7129
636	1920	7125
637	1923	7119
638	1926	7118
639	1930	7117
640	1933	7114
641	1935	7109
642	1938	7106
643	1942	7104
644	1945	7104
645	1949	7105
646	1952	7100
647	1955	7099
648	1959	7096
649	1962	7094
650	1965	7093
651	1968	7087
652	1970	7082
653	1973	7078
654	1975	7072
655	1978	7067
656	1981	7065
657	1983	7060
658	1986	7056
659	1989	7054
660	1993	7052
661	1996	7052
662	2000	7052
663	2003	7048
664	2006	7045
665	2009	7043
666	2012	7039
667	2015	7036
668	2018	7032
669	2020	7027
670	2023	7024
671	2027	7022
672	2029	7017
673	2033	7018
674	2036	7014
675	2039	7012
676	2042	7008
677	2045	7004
678	2048	7002
679	2051	6997
680	2053	6992
681	2056	6988
682	2059	6985
683	2062	6982
684	2064	6977
685	2067	6973
686	2070	6971
687	2074	6969
688	2077	6968
689	2080	6963
690	2082	6959
691	2085	6956
692	2088	6950
693	2090	6946
694	2094	6946
695	2097	6945
696	2100	6941
697	2103	6938
698	2106	6933
699	2108	6929
700	2112	6926
701	2115	6923
702	2117	6919
703	2120	6915
704	2123	6911
705	2126	6911
706	2129	6906
707	2132	6904
708	2136	6904
709	2139	6902
710	2142	6898
711	2146	6896
712	2148	6891
713	2151	6887
714	2154	6885
715	2157	6883
716	2160	6879
717	2164	6877
718	2167	6875
719	2170	6873
720	2172	6868
721	2175	6865
722	2179	6863
723	2182	6861
724	2185	6856
725	2188	6854
726	2192	6854
727	2194	6849
728	2197	6845
729	2200	6841
730	2204	6842
731	2207	6839
732	2211	6838
733	2213	6834
734	2216	6830
735	2219	6826
736	2222	6824
737	2225	6822
738	2229	6821
739	2232	6816
740	2234	6813
741	2237	6808
742	2240	6806
743	2244	6804
744	2247	6802
745	2250	6800
746	2254	6799
747	2257	6797
748	2260	6794
749	2264	6792
750	2266	6787
751	2269	6784
752	2272	6781
753	2275	6777
754	2278	6774
755	2281	6771
756	2284	6768
757	2287	6765
758	2290	6763
759	2293	6759
760	2295	6754
761	2299	6753
762	2302	6750
763	2305	6747
764	2308	6744
765	2311	6741
766	2314	6737
767	2317	6735
768	2320	6732
769	2324	6730
770	2327	6729
771	2330	6727
772	2334	6724
773	2337	6721
774	2340	6718
775	2342	6713
776	2346	6713
777	2349	6709
778	2352	6706
779	2355	6702
780	2359	6702
781	2361	6697
782	2364	6695
783	2367	6690
784	2369	6686
785	2371	6681
786	2374	6678
787	2377	6673
788	2379	6668
789	2382	6665
790	2385	6661
791	2388	6659
792	2391	6655
793	2393	6650
794	2397	6648
795	2399	6644
796	2402	6640
797	2405	6637
798	2407	6632
799	2410	6630
800	2413	6627
801	2416	6623
802	2420	6622
803	2424	6621
804	2427	6618
805	2429	6614
806	2433	6612
807	2435	6608
808	2438	6604
809	2441	6599
810	2443	6594
811	2446	6591
812	2448	6586
813	2451	6582
814	2454	6580
815	2458	6579
816	2460	6574
817	2463	6572
818	2467	6569
819	2469	6566
820	2473	6565
821	2477	6563
822	2480	6561
823	2484	6560
824	2487	6557
825	2490	6554
826	2492	6549
827	2495	6545
828	2498	6542
829	2501	6538
830	2503	6534
831	2507	6534
832	2511	6532
833	2514	6531
834	2517	6528
835	2520	6524
836	2523	6521
837	2526	6517
838	2529	6514
839	2532	6512
840	2535	6509
841	2538	6506
842	2541	6503
843	2544	6499
844	2547	6496
845	2551	6495
846	2554	6493
847	2557	6489
848	2560	6487
849	2563	6485
850	2566	6481
851	2569	6478
852	2572	6474
853	2575	6472
854	2578	6467
855	2582	6468
856	2585	6464
857	2588	6462
858	2591	6458
859	2594	6456
860	2597	6452
861	2600	6448
862	2603	6446
863	2605	6442
864	2608	6437
865	2611	6435
866	2614	6433
867	2617	6428
868	2620	6425
869	2622	6421
870	2626	6420
871	2629	6416
872	2631	6412
873	2634	6407
874	2637	6405
875	2640	6402
876	2643	6398
877	2645	6394
878	2649	6392
879	2651	6388
880	2655	6386
881	2658	6382
882	2661	6380
883	2663	6375
884	2666	6371
885	2668	6367
886	2671	6364
887	2674	6361
888	2677	6358
889	2680	6354
890	2683	6351
891	2686	6349
892	2689	6346
893	2692	6342
894	2694	6338
895	2697	6334
896	2700	6330
897	2702	6325
898	2705	6321
899	2707	6317
900	2709	6312
901	2712	6308
902	2715	6306
903	2719	6305
904	2723	6304
905	2726	6301
906	2729	6299
907	2733	6297
908	2736	6295
909	2739	6291
910	2741	6287
911	2745	6284
912	2747	6280
913	2750	6276
914	2753	6274
915	2756	6270
916	2760	6269
917	2763	6268
918	2767	6266
919	2769	6262
920	2772	6259
921	2776	6256
922	2779	6254
923	2782	6252
924	2786	6251
925	2790	6250
926	2793	6248
927	2796	6243
928	2799	6240
929	2802	6238
930	2805	6234
931	2808	6230
932	2810	6225
933	2813	6223
934	2816	6219
935	2819	6217
936	2821	6212
937	2825	6212
938	2828	6208
939	2830	6203
940	2833	6199
941	2836	6197
942	2839	6194
943	2842	6191
944	2846	6190
945	2851	6191
946	2854	6187
947	2857	6185
948	2860	6182
949	2862	6177
950	2864	6172
951	2867	6168
952	2869	6163
953	2871	6158
954	2880	6169
955	2884	6167
956	2889	6168
957	2901	6184
958	2905	6183
959	2913	6191
960	2916	6188
961	2919	6184
962	2921	6179
963	2924	6175
964	2927	6172
965	2929	6168
966	2931	6163
967	2934	6159
968	2937	6156
969	2940	6154
970	2943	6150
971	2946	6148
972	2949	6144
973	2953	6143
974	2956	6140
975	2959	6136
976	2962	6133
977	2964	6129
978	2967	6126
979	2972	6126
980	2975	6124
981	2978	6121
982	2982	6118
983	2985	6115
984	2988	6114
985	2992	6112
986	2995	6109
987	2998	6105
988	3002	6104
989	3005	6101
990	3007	6097
991	3011	6096
992	3014	6091
993	3016	6088
994	3020	6086
995	3022	6082
996	3026	6080
997	3029	6077
998	3032	6074
999	3036	6073
1000	3039	6069
1001	3042	6067
1002	3046	6065
1003	3049	6062
1004	3052	6059
1005	3055	6055
1006	3058	6053
1007	3062	6052
1008	3066	6050
1009	3069	6047
1010	3072	6044
1011	3075	6042
1012	3079	6040
1013	3082	6037
1014	3085	6034
1015	3088	6030
1016	3091	6028
1017	3094	6025
1018	3097	6022
1019	3101	6019
1020	3103	6015
1021	3106	6013
1022	3109	6009
1023	3112	6005
1024	3115	6002
1025	3118	5999
1026	3121	5996
1027	3124	5993
1028	3126	5989
1029	3129	5986
1030	3132	5981
1031	3137	5983
1032	3141	5981
1033	3144	5978
1034	3148	5976
1035	3150	5972
1036	3154	5970
1037	3156	5966
1038	3159	5962
1039	3162	5960
1040	3166	5958
1041	3169	5954
1042	3172	5953
1043	3176	5951
1044	3179	5948
1045	3182	5945
1046	3186	5944
1047	3189	5940
1048	3191	5936
1049	3195	5934
1050	3199	5933
1051	3202	5930
1052	3205	5926
1053	3209	5925
1054	3212	5921
1055	3215	5919
1056	3218	5916
1057	3221	5914
1058	3225	5911
1059	3228	5909
1060	3233	5908
1061	3235	5905
1062	3239	5902
1063	3242	5899
1064	3245	5896
1065	3248	5892
1066	3251	5889
1067	3253	5886
1068	3256	5883
1069	3259	5879
1070	3262	5876
1071	3265	5872
1072	3268	5869
1073	3272	5867
1074	3275	5865
1075	3278	5862
1076	3282	5860
1077	3285	5858
1078	3289	5856
1079	3292	5853
1080	3296	5851
1081	3300	5850
1082	3303	5847
1083	3305	5843
1084	3308	5839
1085	3311	5836
1086	3315	5834
1087	3318	5831
1088	3321	5827
1089	3324	5825
1090	3327	5821
1091	3330	5820
1092	3333	5816
1093	3337	5813
1094	3340	5811
1095	3342	5807
1096	3345	5804
1097	3348	5800
1098	3352	5799
1099	3355	5796
1100	3358	5792
1101	3361	5788
1102	3364	5786
1103	3368	5784
1104	3371	5781
1105	3374	5778
1106	3376	5774
1107	3379	5771
1108	3382	5767
1109	3384	5763
1110	3387	5759
1111	3390	5756
1112	3393	5752
1113	3396	5750
1114	3400	5748
1115	3403	5745
1116	3407	5744
1117	3409	5740
1118	3412	5736
1119	3415	5733
1120	3418	5730
1121	3422	5728
1122	3426	5726
1123	3429	5723
1124	3431	5719
1125	3434	5715
1126	3437	5713
1127	3442	5712
1128	3445	5710
1129	3448	5706
1130	3450	5702
1131	3453	5698
1132	3456	5696
1133	3459	5693
1134	3462	5689
1135	3465	5686
1136	3468	5683
1137	3472	5681
1138	3475	5679
1139	3478	5676
1140	3481	5672
1141	3485	5671
1142	3488	5667
1143	3490	5663
1144	3493	5659
1145	3496	5656
1146	3499	5653
1147	3502	5649
1148	3505	5646
1149	3508	5643
1150	3511	5641
1151	3515	5639
1152	3518	5635
1153	3520	5631
1154	3524	5629
1155	3528	5627
1156	3530	5624
1157	3534	5621
1158	3537	5618
1159	3540	5615
1160	3543	5612
1161	3546	5610
1162	3550	5607
1163	3553	5604
1164	3556	5601
1165	3558	5597
1166	3561	5594
1167	3564	5591
1168	3567	5587
1169	3569	5583
1170	3572	5579
1171	3574	5575
1172	3578	5573
1173	3581	5570
1174	3583	5566
1175	3586	5562
1176	3588	5557
1177	3590	5553
1178	3594	5552
1179	3597	5549
1180	3600	5545
1181	3603	5542
1182	3606	5539
1183	3609	5535
1184	3611	5531
1185	3614	5527
1186	3616	5523
1187	3618	5519
1188	3621	5515
1189	3625	5514
1190	3627	5510
1191	3631	5508
1192	3634	5505
1193	3638	5503
1194	3642	5501
1195	3645	5498
1196	3648	5495
1197	3651	5492
1198	3654	5489
1199	3658	5487
1200	3661	5484
1201	3664	5480
1202	3667	5477
1203	3669	5474
1204	3673	5472
1205	3676	5468
1206	3678	5464
1207	3681	5461
1208	3684	5458
1209	3687	5455
1210	3690	5451
1211	3693	5449
1212	3697	5446
1213	3700	5444
1214	3703	5441
1215	3707	5438
1216	3711	5437
1217	3714	5433
1218	3717	5430
1219	3720	5428
1220	3724	5425
1221	3727	5424
1222	3730	5420
1223	3732	5416
1224	3735	5412
1225	3739	5410
1226	3742	5408
1227	3745	5405
1228	3748	5402
1229	3752	5400
1230	3755	5397
1231	3758	5393
1232	3761	5390
1233	3764	5387
1234	3766	5383
1235	3770	5381
1236	3773	5378
1237	3776	5375
1238	3779	5372
1239	3782	5369
1240	3786	5366
1241	3789	5363
1242	3792	5360
1243	3795	5356
1244	3797	5353
1245	3800	5350
1246	3803	5346
1247	3806	5344
1248	3810	5341
1249	3812	5337
1250	3815	5334
1251	3819	5332
1252	3823	5330
1253	3825	5326
1254	3829	5325
1255	3832	5321
1256	3835	5318
1257	3838	5315
1258	3841	5311
1259	3844	5309
1260	3847	5305
1261	3850	5302
1262	3854	5300
1263	3857	5297
1264	3859	5294
1265	3863	5291
1266	3865	5287
1267	3869	5284
1268	3871	5281
1269	3874	5277
1270	3876	5273
1271	3880	5272
1272	3883	5268
1273	3886	5265
1274	3890	5263
1275	3893	5260
1276	3896	5258
1277	3900	5255
1278	3902	5251
1279	3906	5248
1280	3909	5246
1281	3913	5244
1282	3916	5240
1283	3919	5238
1284	3922	5234
1285	3925	5232
1286	3928	5229
1287	3931	5225
1288	3934	5222
1289	3937	5219
1290	3940	5216
1291	3944	5214
1292	3947	5211
1293	3950	5208
1294	3954	5206
1295	3957	5202
1296	3959	5199
1297	3962	5196
1298	3966	5194
1299	3969	5190
1300	3971	5187
1301	3975	5184
1302	3977	5180
1303	3980	5176
1304	3984	5174
1305	3986	5170
1306	3989	5167
1307	3991	5163
1308	3994	5160
1309	3998	5158
1310	4001	5155
1311	4004	5152
1312	4007	5148
1313	4009	5145
1314	4012	5141
1315	4015	5138
1316	4018	5135
1317	4020	5131
1318	4023	5127
1319	4026	5124
1320	4029	5121
1321	4033	5119
1322	4036	5116
1323	4040	5114
1324	4042	5110
1325	4045	5106
1326	4048	5104
1327	4051	5101
1328	4055	5099
1329	4059	5096
1330	4061	5093
1331	4064	5090
1332	4068	5087
1333	4071	5084
1334	4074	5081
1335	4076	5077
1336	4080	5075
1337	4082	5071
1338	4085	5067
1339	4088	5065
1340	4091	5061
1341	4094	5058
1342	4097	5055
1343	4099	5051
1344	4103	5048
1345	4106	5045
1346	4108	5042
1347	4112	5040
1348	4115	5036
1349	4117	5033
1350	4120	5029
1351	4124	5027
1352	4127	5024
1353	4130	5020
1354	4133	5018
1355	4136	5015
1356	4140	5013
1357	4143	5010
1358	4147	5007
1359	4150	5004
1360	4152	5001
1361	4155	4997
1362	4158	4994
1363	4161	4990
1364	4163	4987
1365	4166	4984
1366	4169	4980
1367	4172	4977
1368	4174	4973
1369	4177	4970
1370	4180	4966
1371	4183	4964
1372	4187	4961
1373	4190	4959
1374	4194	4956
1375	4196	4953
1376	4200	4950
1377	4204	4948
1378	4207	4945
1379	4210	4942
1380	4213	4939
1381	4217	4937
1382	4220	4934
1383	4222	4930
1384	4225	4927
1385	4228	4924
1386	4231	4920
1387	4234	4917
1388	4237	4914
1389	4240	4911
1390	4244	4909
1391	4247	4906
1392	4250	4903
1393	4254	4901
1394	4257	4898
1395	4260	4895
1396	4263	4891
1397	4267	4889
1398	4269	4886
1399	4272	4883
1400	4275	4879
1401	4278	4876
1402	4281	4873
1403	4285	4871
1404	4289	4869
1405	4292	4866
1406	4294	4862
1407	4297	4859
1408	4300	4855
1409	4302	4851
1410	4305	4848
1411	4308	4846
1412	4311	4842
1413	4314	4839
1414	4317	4836
1415	4320	4833
1416	4323	4829
1417	4325	4826
1418	4328	4823
1419	4332	4820
1420	4335	4817
1421	4338	4814
1422	4341	4811
1423	4344	4808
1424	4348	4805
1425	4350	4802
1426	4354	4800
1427	4358	4797
1428	4360	4794
1429	4364	4791
1430	4366	4787
1431	4369	4784
1432	4372	4781
1433	4375	4777
1434	4378	4774
1435	4381	4771
1436	4383	4768
1437	4386	4764
1438	4388	4760
1439	4390	4756
1440	4393	4753
1441	4396	4750
1442	4399	4746
1443	4402	4743
1444	4405	4740
1445	4408	4738
1446	4411	4734
1447	4414	4731
1448	4416	4727
1449	4419	4724
1450	4421	4720
1451	4424	4716
1452	4427	4714
1453	4429	4710
1454	4432	4706
1455	4435	4703
1456	4437	4699
1457	4440	4696
1458	4443	4693
1459	4446	4689
1460	4448	4686
1461	4451	4683
1462	4455	4680
1463	4458	4677
1464	4461	4674
1465	4464	4671
1466	4466	4667
1467	4469	4664
1468	4471	4660
1469	4474	4657
1470	4478	4654
1471	4480	4651
1472	4483	4647
1473	4485	4643
1474	4489	4642
1475	4492	4638
1476	4494	4634
1477	4497	4631
1478	4500	4628
1479	4503	4624
1480	4505	4621
1481	4508	4617
1482	4511	4615
1483	4515	4612
1484	4518	4609
1485	4521	4606
1486	4524	4603
1487	4527	4600
1488	4530	4597
1489	4534	4595
1490	4537	4592
1491	4542	4590
1492	4544	4587
1493	4547	4584
1494	4550	4581
1495	4553	4577
1496	4556	4574
1497	4559	4571
1498	4562	4568
1499	4565	4565
1500	4568	4562
1501	4570	4558
1502	4573	4555
1503	4576	4552
1504	4579	4549
1505	4582	4545
1506	4584	4542
1507	4588	4539
1508	4591	4536
1509	4595	4534
1510	4597	4530
1511	4601	4528
1512	4605	4526
1513	4608	4523
1514	4612	4520
1515	4615	4517
1516	4617	4514
1517	4620	4511
1518	4623	4507
1519	4626	4504
1520	4629	4501
1521	4633	4499
1522	4636	4496
1523	4639	4493
1524	4642	4490
1525	4644	4486
1526	4647	4483
1527	4651	4480
1528	4655	4478
1529	4658	4475
1530	4660	4471
1531	4663	4468
1532	4666	4465
1533	4668	4461
1534	4671	4458
1535	4675	4455
1536	4678	4453
1537	4682	4451
1538	4685	4447
1539	4688	4444
1540	4690	4441
1541	4694	4438
1542	4697	4436
1543	4700	4432
1544	4703	4429
1545	4706	4426
1546	4709	4423
1547	4713	4421
1548	4715	4417
1549	4719	4414
1550	4721	4411
1551	4725	4408
1552	4728	4405
1553	4731	4402
1554	4734	4399
1555	4737	4396
1556	4740	4393
1557	4744	4391
1558	4747	4387
1559	4749	4384
1560	4752	4381
1561	4756	4378
1562	4759	4375
1563	4762	4373
1564	4766	4370
1565	4770	4368
1566	4773	4364
1567	4776	4361
1568	4778	4358
1569	4781	4355
1570	4785	4353
1571	4788	4349
1572	4791	4346
1573	4794	4343
1574	4797	4340
1575	4799	4336
1576	4802	4333
1577	4805	4330
1578	4808	4327
1579	4811	4324
1580	4814	4321
1581	4817	4318
1582	4820	4315
1583	4823	4312
1584	4826	4308
1585	4829	4305
1586	4832	4302
1587	4835	4299
1588	4838	4296
1589	4841	4293
1590	4845	4290
1591	4847	4287
1592	4851	4285
1593	4854	4281
1594	4856	4278
1595	4859	4275
1596	4862	4271
1597	4866	4269
1598	4868	4265
1599	4871	4262
1600	4875	4260
1601	4878	4257
1602	4880	4253
1603	4883	4250
1604	4888	4248
1605	4892	4246
1606	4895	4243
1607	4898	4240
1608	4902	4237
1609	4904	4234
1610	4908	4231
1611	4910	4228
1612	4914	4225
1613	4917	4222
1614	4920	4219
1615	4924	4217
1616	4927	4214
1617	4930	4211
1618	4934	4208
1619	4936	4205
1620	4939	4202
1621	4942	4199
1622	4945	4196
1623	4949	4193
1624	4952	4190
1625	4955	4187
1626	4960	4185
1627	4962	4182
1628	4966	4179
1629	4968	4176
1630	4972	4174
1631	4975	4170
1632	4977	4167
1633	4981	4164
1634	4985	4161
1635	4988	4158
1636	4991	4155
1637	4994	4152
1638	4996	4149
1639	5000	4146
1640	5003	4143
1641	5006	4140
1642	5009	4137
1643	5011	4133
1644	5015	4130
1645	5018	4128
1646	5021	4125
1647	5023	4121
1648	5027	4118
1649	5030	4115
1650	5033	4112
1651	5035	4109
1652	5039	4106
1653	5042	4103
1654	5045	4100
1655	5047	4096
1656	5050	4093
1657	5053	4090
1658	5056	4086
1659	5058	4083
1660	5062	4080
1661	5065	4077
1662	5068	4074
1663	5071	4071
1664	5074	4069
1665	5077	4065
1666	5079	4062
1667	5082	4059
1668	5085	4055
1669	5088	4052
1670	5091	4049
1671	5094	4046
1672	5097	4043
1673	5100	4040
1674	5104	4037
1675	5106	4034
1676	5109	4030
1677	5113	4028
1678	5115	4025
1679	5118	4021
1680	5121	4018
1681	5125	4015
1682	5128	4013
1683	5132	4010
1684	5135	4007
1685	5139	4005
1686	5143	4002
1687	5146	3999
1688	5150	3997
1689	5153	3994
1690	5156	3991
1691	5159	3988
1692	5162	3985
1693	5165	3982
1694	5168	3979
1695	5171	3976
1696	5173	3972
1697	5177	3969
1698	5180	3966
1699	5183	3963
