iter	RMSE
0	0.05602338516
1	0.05542480185
2	0.05484245986
3	0.05432416011
4	0.05377197067
5	0.05322843763
6	0.05267561246
7	0.05212244823
8	0.05156992672
9	0.05108219866
10	0.05060797072
11	0.05014099099
12	0.04963635795
13	0.04914852704
14	0.04868189057
15	0.0481819688
16	0.0477620747
17	0.04729485174
18	0.04684403651
19	0.04635139405
20	0.04595243939
21	0.04554690103
22	0.04517655923
23	0.04476724719
24	0.04437692481
25	0.04399223896
26	0.04358022586
27	0.04323380976
28	0.04282788678
29	0.04247706883
30	0.04213767641
31	0.04179612648
32	0.04141576424
33	0.04110672974
34	0.04077401013
35	0.0404615754
36	0.04012985904
37	0.03980044911
38	0.03946180202
39	0.03910844089
40	0.03879201062
41	0.03846706192
42	0.03816398056
43	0.03785796382
44	0.03756612076
45	0.0372711581
46	0.03696293269
47	0.03669713915
48	0.0364385286
49	0.03618131286
50	0.03591532272
51	0.03563384069
52	0.03537415485
53	0.03509667664
54	0.03484139716
55	0.03459518786
56	0.03436934573
57	0.03410156786
58	0.03386276266
59	0.03363359468
60	0.03337073838
61	0.03315394933
62	0.03290815019
63	0.03267780068
64	0.03246970632
65	0.03225619177
66	0.03205549524
67	0.03187538014
68	0.03166975855
69	0.03147821811
70	0.03130812027
71	0.03114360846
72	0.03094058238
73	0.03073860292
74	0.03055923482
75	0.03036221761
76	0.03015962674
77	0.02997201981
78	0.0298171046
79	0.02965547322
80	0.02951731647
81	0.02935742162
82	0.02918488855
83	0.02902245296
84	0.02886219031
85	0.02870498467
86	0.0285574354
87	0.02841444353
88	0.02824636549
89	0.02809391379
90	0.02795378007
91	0.02779670342
92	0.02765449614
93	0.02750625838
94	0.0273766767
95	0.02724906697
96	0.02712145828
97	0.0269987659
98	0.02686804112
99	0.02674109543
100	0.02662234417
101	0.02649784185
102	0.02637774673
103	0.02626442188
104	0.02615594039
105	0.0260523867
106	0.02593621115
107	0.02583010128
108	0.02571538212
109	0.02560941265
110	0.02550664239
111	0.02540784854
112	0.02531971387
113	0.02519535322
114	0.02509035455
115	0.02499883319
116	0.02490425476
117	0.02479657895
118	0.02470206393
119	0.02461975063
120	0.02452766313
121	0.02443452324
122	0.02433198683
123	0.02425495349
124	0.02418108992
125	0.02409065057
126	0.02400212798
127	0.02390819041
128	0.02380770187
129	0.02373047497
130	0.02364371676
131	0.0235613783
132	0.02350207913
133	0.02343857117
134	0.02336374818
135	0.02328882892
136	0.02321835048
137	0.02314819989
138	0.02307362604
139	0.02301449496
140	0.02295086686
141	0.02287529212
142	0.02281037816
143	0.02275551918
144	0.02268861364
145	0.02262798246
146	0.02256403953
147	0.02250412643
148	0.02242947704
149	0.02236216305
150	0.02229648283
151	0.02223662411
152	0.02218436216
153	0.02212991474
154	0.02207687299
155	0.02201737475
156	0.021968115
157	0.0219143759
158	0.02185866887
159	0.02180983671
160	0.02175814269
161	0.02171569674
162	0.02165471173
163	0.02160214017
164	0.02154445336
165	0.02149222157
166	0.0214462319
167	0.02139500058
168	0.02134865729
169	0.02129350787
170	0.02123751811
171	0.02119743667
172	0.02115719119
173	0.02110532352
174	0.0210695802
175	0.02102908892
176	0.0209887255
177	0.02094251952
178	0.02089481863
179	0.02085286948
180	0.02080856847
181	0.02077903852
182	0.02072767937
183	0.02068973433
184	0.02064212969
185	0.02060113234
186	0.02056214681
187	0.02052047413
188	0.02048710664
189	0.02045395828
190	0.02042012357
191	0.02039107117
192	0.02034553809
193	0.02030728902
194	0.02027241342
195	0.02024073919
196	0.02020384188
197	0.02017157318
198	0.02013270955
199	0.02009313814
200	0.02006200353
201	0.02002516559
202	0.01999881806
203	0.0199698494
204	0.01993311523
205	0.01989306211
206	0.01986825375
207	0.01983374657
208	0.01980174054
209	0.01975834823
210	0.01972639701
211	0.01968505596
212	0.01965550127
213	0.01963045784
214	0.01959271814
215	0.01954981333
216	0.01949787579
217	0.01946977438
218	0.01942879387
219	0.01940675072
220	0.01938512551
221	0.01936114027
222	0.01934566818
223	0.01931898806
224	0.01929583259
225	0.01927999399
226	0.01925173899
227	0.01922038382
228	0.01919818978
229	0.01917354645
230	0.01915567921
231	0.01913649046
232	0.01910619593
233	0.01908967519
234	0.01906971778
235	0.0190432438
236	0.01901839093
237	0.0189882012
238	0.01895602391
239	0.01893424016
240	0.01891123046
241	0.01888306761
242	0.01885588708
243	0.01882483493
244	0.01879831232
245	0.01877727833
246	0.01876107223
247	0.0187420511
248	0.01870918343
249	0.01868528811
250	0.01866129104
251	0.01864173137
252	0.01861123791
253	0.01858558042
254	0.01857043027
255	0.01854817181
256	0.01853496101
257	0.01851501842
258	0.01849338091
259	0.01848180932
260	0.01846127721
261	0.01843996044
262	0.01842349192
263	0.01839496883
264	0.01837835566
265	0.01836144414
266	0.01835140749
267	0.01832068845
268	0.01829375609
269	0.01827449623
270	0.01825350701
271	0.01823801092
272	0.01821170453
273	0.01819353337
274	0.01817545612
275	0.01816998702
276	0.01815197696
277	0.01813501524
278	0.01810208117
279	0.01807876714
280	0.01805563319
281	0.01803701916
282	0.01801503997
283	0.01799424502
284	0.01797996698
285	0.01796175543
286	0.01794571803
287	0.01793323193
288	0.01791885561
289	0.01790699168
290	0.01789752329
291	0.01788070875
292	0.01786691471
293	0.01784770258
294	0.01783049918
295	0.01782121149
296	0.01781935818
297	0.01779769767
298	0.01777840054
299	0.01776363401
300	0.0177478432
301	0.01774769691
302	0.01773145674
303	0.01771986249
304	0.01770359739
305	0.0176883175
306	0.01767627798
307	0.01767616654
308	0.0176657495
309	0.01765469984
310	0.01763317637
311	0.01761741151
312	0.01760341758
313	0.01759358413
314	0.01757430604
315	0.01755793259
316	0.01754596714
317	0.01753012874
318	0.0175142991
319	0.01749744694
320	0.01747857916
321	0.01746924078
322	0.01746836263
323	0.01745992544
324	0.01744606095
325	0.01744484389
326	0.01743451523
327	0.01741641978
328	0.01739583219
329	0.01737905332
330	0.0173552103
331	0.01734294036
332	0.01733459085
333	0.01731762975
334	0.01729503448
335	0.01729494387
336	0.01728238486
337	0.01726686291
338	0.01724855827
339	0.01724159137
340	0.01722295087
341	0.01721045337
342	0.01719881343
343	0.01718454275
344	0.01717157416
345	0.01717055519
346	0.0171667154
347	0.0171562362
348	0.01714966804
349	0.01714000935
350	0.01712649233
351	0.01711982241
352	0.01710915104
353	0.01710324782
354	0.01709041336
355	0.01707840921
356	0.01706655864
357	0.01705396882
